Hour,Value1,Value2
3903,0.89,0.89
3904,0.85,0.85
3905,0.29,0.29
3906,0.32,0.32
3907,0.99,0.99
3908,0.17,0.17
3909,0.03,0.03
3910,0.92,0.92
3911,0.83,0.83
3912,0.09,0.09
3913,0.59,0.59
3914,0.97,0.97
3915,0.23,0.23
3916,0.71,0.71
3917,0.55,0.55
3918,0.22,0.22
3919,0.92,0.92
3920,0.64,0.64
3921,0.4,0.4
3922,0.21,0.21
3923,0.26,0.26
3924,0.89,0.89
3925,0.68,0.68
3926,0.1,0.1
3927,0.61,0.61
3928,0.85,0.85
3929,0.51,0.51
3930,0.48,0.48
3931,0.45,0.45
3932,0.86,0.86
3933,0.51,0.51
3934,0.04,0.04
3935,0.15,0.15
3936,0.11,0.11
3937,0.28,0.28
3938,0.34,0.34
3939,0.51,0.51
3940,0.24,0.24
3941,0.44,0.44
3942,0.28,0.28
3943,0.96,0.96
3944,0.15,0.15
3945,0.71,0.71
3946,0.93,0.93
3947,0.69,0.69
3948,0.42,0.42
3949,0.47,0.47
3950,0.43,0.43
3951,0.57,0.57
3952,0.44,0.44
3953,0.54,0.54
3954,0.05,0.05
3955,0.97,0.97
3956,0.89,0.89
3957,0.09,0.09
3958,0.08,0.08
3959,0.26,0.26
3960,0.63,0.63
3961,0.54,0.54
3962,0.86,0.86
3963,0.16,0.16
3964,0.05,0.05
3965,0.56,0.56
3966,0.09,0.09
3967,0.89,0.89
3968,0.13,0.13
3969,0.87,0.87
3970,0.21,0.21
3971,0.38,0.38
3972,0.51,0.51
3973,0.93,0.93
3974,0.35,0.35
3975,0.03,0.03
3976,0.36,0.36
3977,0.81,0.81
3978,0.53,0.53
3979,0.56,0.56
3980,0.45,0.45
3981,0.52,0.52
3982,0.78,0.78
3983,0.03,0.03
3984,0.91,0.91
3985,0.37,0.37
3986,0.77,0.77
3987,0.65,0.65
3988,0.35,0.35
3989,0.8,0.8
3990,0.14,0.14
3991,0.31,0.31
3992,0.7,0.7
3993,0.02,0.02
3994,0.5,0.5
3995,0.14,0.14
3996,0.16,0.16
3997,0.46,0.46
3998,0.35,0.35
3999,0.31,0.31
4000,0.45,0.45
4001,0.6,0.6
4002,0.61,0.61
4003,0.47,0.47
4004,0.23,0.23
4005,0.8,0.8
4006,0.74,0.74
4007,0.64,0.64
4008,0.67,0.67
4009,0.78,0.78
4010,0.17,0.17
4011,0.1,0.1
4012,0.0,0.0
4013,0.5,0.5
4014,0.08,0.08
4015,0.93,0.93
4016,0.82,0.82
4017,0.04,0.04
4018,0.83,0.83
4019,0.47,0.47
4020,0.07,0.07
4021,0.4,0.4
4022,0.87,0.87
4023,0.72,0.72
4024,0.19,0.19
4025,0.38,0.38
4026,0.3,0.3
4027,0.79,0.79
4028,0.85,0.85
4029,0.01,0.01
4030,0.42,0.42
4031,0.48,0.48
4032,0.39,0.39
4033,0.67,0.67
4034,0.98,0.98
4035,0.38,0.38
4036,0.68,0.68
4037,0.76,0.76
4038,0.51,0.51
4039,0.57,0.57
4040,0.51,0.51
4041,0.88,0.88
4042,0.28,0.28
4043,0.23,0.23
4044,0.08,0.08
4045,0.33,0.33
4046,0.21,0.21
4047,0.41,0.41
4048,0.51,0.51
4049,0.75,0.75
4050,0.1,0.1
4051,0.82,0.82
4052,0.21,0.21
4053,0.74,0.74
4054,0.16,0.16
4055,0.47,0.47
4056,0.25,0.25
4057,0.73,0.73
4058,0.55,0.55
4059,0.79,0.79
4060,0.42,0.42
4061,0.58,0.58
4062,0.0,0.0
4063,0.63,0.63
4064,0.76,0.76
4065,0.29,0.29
4066,0.78,0.78
4067,0.2,0.2
4068,0.33,0.33
4069,0.75,0.75
4070,0.58,0.58
4071,0.81,0.81
4072,0.82,0.82
4073,0.23,0.23
4074,0.43,0.43
4075,0.96,0.96
4076,0.97,0.97
4077,0.17,0.17
4078,0.53,0.53
4079,0.72,0.72
4080,0.2,0.2
4081,0.32,0.32
4082,0.6,0.6
4083,0.41,0.41
4084,0.44,0.44
4085,0.07,0.07
4086,0.03,0.03
4087,0.77,0.77
4088,0.89,0.89
4089,0.2,0.2
4090,0.63,0.63
4091,0.78,0.78
4092,0.36,0.36
4093,0.64,0.64
4094,0.64,0.64
4095,0.6,0.6
4096,0.22,0.22
4097,0.86,0.86
4098,0.97,0.97
4099,0.85,0.85
4100,0.38,0.38
4101,0.26,0.26
4102,0.84,0.84
4103,0.59,0.59
4104,0.49,0.49
4105,0.23,0.23
4106,0.16,0.16
4107,0.89,0.89
4108,0.01,0.01
4109,0.38,0.38
4110,0.55,0.55
4111,0.84,0.84
4112,0.19,0.19
4113,0.51,0.51
4114,0.09,0.09
4115,0.46,0.46
4116,0.9,0.9
4117,0.4,0.4
4118,0.13,0.13
4119,0.72,0.72
4120,0.33,0.33
4121,0.83,0.83
4122,0.37,0.37
4123,0.84,0.84
4124,0.96,0.96
4125,0.8,0.8
4126,0.9,0.9
4127,0.29,0.29
4128,0.38,0.38
4129,0.25,0.25
4130,0.31,0.31
4131,0.45,0.45
4132,0.05,0.05
4133,0.64,0.64
4134,0.63,0.63
4135,0.67,0.67
4136,0.95,0.95
4137,0.59,0.59
4138,0.53,0.53
4139,0.2,0.2
4140,0.15,0.15
4141,0.76,0.76
4142,0.2,0.2
4143,0.67,0.67
4144,0.62,0.62
4145,0.58,0.58
4146,0.53,0.53
4147,0.77,0.77
4148,0.94,0.94
4149,0.3,0.3
4150,0.36,0.36
4151,0.97,0.97
4152,0.16,0.16
4153,0.08,0.08
4154,0.49,0.49
4155,0.98,0.98
4156,0.71,0.71
4157,0.56,0.56
4158,0.85,0.85
4159,0.67,0.67
4160,0.99,0.99
4161,0.76,0.76
4162,0.94,0.94
4163,0.58,0.58
4164,0.08,0.08
4165,0.95,0.95
4166,0.45,0.45
4167,0.67,0.67
4168,0.72,0.72
4169,0.03,0.03
4170,0.66,0.66
4171,0.82,0.82
4172,0.16,0.16
4173,0.62,0.62
4174,0.71,0.71
4175,0.89,0.89
4176,0.51,0.51
4177,0.5,0.5
4178,0.19,0.19
4179,0.55,0.55
4180,0.37,0.37
4181,0.59,0.59
4182,0.66,0.66
4183,0.72,0.72
4184,0.18,0.18
4185,0.28,0.28
4186,0.48,0.48
4187,0.0,0.0
4188,0.28,0.28
4189,0.99,0.99
4190,0.88,0.88
4191,0.39,0.39
4192,0.85,0.85
4193,0.23,0.23
4194,0.93,0.93
4195,0.16,0.16
4196,0.43,0.43
4197,0.62,0.62
4198,0.26,0.26
4199,0.4,0.4
4200,0.81,0.81
4201,0.1,0.1
4202,0.76,0.76
4203,0.52,0.52
4204,0.61,0.61
4205,0.48,0.48
4206,0.45,0.45
4207,0.13,0.13
4208,0.92,0.92
4209,0.26,0.26
4210,0.4,0.4
4211,0.07,0.07
4212,0.54,0.54
4213,0.51,0.51
4214,0.55,0.55
4215,0.53,0.53
4216,0.89,0.89
4217,0.81,0.81
4218,0.54,0.54
4219,0.33,0.33
4220,0.42,0.42
4221,0.31,0.31
4222,0.27,0.27
4223,0.91,0.91
4224,0.7,0.7
4225,0.95,0.95
4226,0.95,0.95
4227,0.86,0.86
4228,0.45,0.45
4229,0.13,0.13
4230,0.14,0.14
4231,0.09,0.09
4232,0.89,0.89
4233,0.46,0.46
4234,0.14,0.14
4235,0.81,0.81
4236,0.53,0.53
4237,0.16,0.16
4238,0.88,0.88
4239,0.4,0.4
4240,0.69,0.69
4241,0.41,0.41
4242,0.81,0.81
4243,0.71,0.71
4244,0.83,0.83
4245,0.48,0.48
4246,0.74,0.74
4247,0.79,0.79
4248,0.49,0.49
4249,0.28,0.28
4250,0.25,0.25
4251,0.88,0.88
4252,0.85,0.85
4253,0.99,0.99
4254,0.5,0.5
4255,0.12,0.12
4256,0.67,0.67
4257,0.33,0.33
4258,0.86,0.86
4259,0.29,0.29
4260,0.99,0.99
4261,0.77,0.77
4262,0.96,0.96
4263,0.78,0.78
4264,0.1,0.1
4265,0.82,0.82
4266,0.31,0.31
4267,0.63,0.63
4268,0.0,0.0
4269,0.53,0.53
4270,0.39,0.39
4271,0.2,0.2
4272,0.42,0.42
4273,0.68,0.68
4274,0.54,0.54
4275,0.44,0.44
4276,0.69,0.69
4277,0.64,0.64
4278,0.28,0.28
4279,0.13,0.13
4280,0.18,0.18
4281,0.69,0.69
4282,0.34,0.34
4283,0.25,0.25
4284,0.01,0.01
4285,0.28,0.28
4286,0.97,0.97
4287,0.03,0.03
4288,0.5,0.5
4289,0.08,0.08
4290,0.63,0.63
4291,0.11,0.11
4292,0.61,0.61
4293,0.11,0.11
4294,0.94,0.94
4295,0.23,0.23
4296,0.43,0.43
4297,0.76,0.76
4298,0.43,0.43
4299,0.02,0.02
4300,0.76,0.76
4301,0.66,0.66
4302,0.93,0.93
4303,0.78,0.78
4304,0.56,0.56
4305,0.15,0.15
4306,0.96,0.96
4307,0.3,0.3
4308,0.51,0.51
4309,0.63,0.63
4310,0.56,0.56
4311,0.82,0.82
4312,0.73,0.73
4313,0.82,0.82
4314,0.84,0.84
4315,0.79,0.79
4316,0.45,0.45
4317,0.16,0.16
4318,0.78,0.78
4319,0.44,0.44
4320,0.75,0.75
4321,0.75,0.75
4322,0.87,0.87
4323,0.68,0.68
4324,0.28,0.28
4325,0.31,0.31
4326,0.56,0.56
4327,0.08,0.08
4328,0.81,0.81
4329,0.63,0.63
4330,0.96,0.96
4331,0.14,0.14
4332,0.36,0.36
4333,0.71,0.71
4334,0.04,0.04
4335,0.33,0.33
4336,0.96,0.96
4337,0.79,0.79
4338,0.12,0.12
4339,0.54,0.54
4340,0.69,0.69
4341,0.02,0.02
4342,0.38,0.38
4343,0.72,0.72
4344,0.65,0.65
4345,0.57,0.57
4346,0.05,0.05
4347,0.2,0.2
4348,0.97,0.97
4349,0.76,0.76
4350,0.86,0.86
4351,0.51,0.51
4352,0.92,0.92
4353,0.38,0.38
4354,0.9,0.9
4355,0.51,0.51
4356,0.12,0.12
4357,0.37,0.37
4358,0.28,0.28
4359,0.75,0.75
4360,0.51,0.51
4361,0.44,0.44
4362,0.04,0.04
4363,0.93,0.93
4364,0.81,0.81
4365,0.76,0.76
4366,0.73,0.73
4367,0.8,0.8
4368,0.04,0.04
4369,0.01,0.01
4370,0.47,0.47
4371,0.56,0.56
4372,0.78,0.78
4373,0.26,0.26
4374,0.16,0.16
4375,0.54,0.54
4376,0.51,0.51
4377,0.38,0.38
4378,0.03,0.03
4379,0.02,0.02
4380,0.32,0.32
4381,0.14,0.14
4382,0.17,0.17
4383,0.81,0.81
4384,0.72,0.72
4385,0.69,0.69
4386,0.06,0.06
4387,0.65,0.65
4388,0.02,0.02
4389,0.36,0.36
4390,0.9,0.9
4391,0.35,0.35
4392,0.11,0.11
4393,0.05,0.05
4394,0.96,0.96
4395,0.38,0.38
4396,1.0,1.0
4397,0.64,0.64
4398,0.79,0.79
4399,0.48,0.48
4400,0.33,0.33
4401,0.42,0.42
4402,0.53,0.53
4403,0.74,0.74
4404,0.56,0.56
4405,0.22,0.22
4406,0.17,0.17
4407,0.96,0.96
4408,0.45,0.45
4409,0.42,0.42
4410,0.24,0.24
4411,0.17,0.17
4412,0.87,0.87
4413,0.48,0.48
4414,0.65,0.65
4415,0.67,0.67
4416,0.8,0.8
4417,0.8,0.8
4418,0.4,0.4
4419,0.84,0.84
4420,0.28,0.28
4421,0.63,0.63
4422,0.07,0.07
4423,0.72,0.72
4424,0.75,0.75
4425,0.49,0.49
4426,0.7,0.7
4427,0.28,0.28
4428,0.91,0.91
4429,0.74,0.74
4430,0.87,0.87
4431,0.4,0.4
4432,0.76,0.76
4433,0.01,0.01
4434,0.86,0.86
4435,0.23,0.23
4436,0.69,0.69
4437,0.69,0.69
4438,0.34,0.34
4439,0.86,0.86
4440,0.25,0.25
4441,0.75,0.75
4442,0.16,0.16
4443,0.37,0.37
4444,0.54,0.54
4445,0.97,0.97
4446,0.31,0.31
4447,0.67,0.67
4448,0.98,0.98
4449,0.89,0.89
4450,0.12,0.12
4451,0.8,0.8
4452,0.92,0.92
4453,0.61,0.61
4454,0.69,0.69
4455,0.51,0.51
4456,0.42,0.42
4457,0.63,0.63
4458,0.43,0.43
4459,0.27,0.27
4460,0.83,0.83
4461,0.37,0.37
4462,0.57,0.57
4463,0.95,0.95
4464,0.6,0.6
4465,0.7,0.7
4466,0.86,0.86
4467,0.07,0.07
4468,0.08,0.08
4469,0.12,0.12
4470,0.9,0.9
4471,0.92,0.92
4472,0.02,0.02
4473,0.11,0.11
4474,0.73,0.73
4475,0.43,0.43
4476,0.62,0.62
4477,0.21,0.21
4478,0.7,0.7
4479,0.6,0.6
4480,0.03,0.03
4481,0.9,0.9
4482,0.53,0.53
4483,0.78,0.78
4484,0.1,0.1
4485,0.96,0.96
4486,0.31,0.31
4487,0.01,0.01
4488,0.74,0.74
4489,0.76,0.76
4490,0.36,0.36
4491,0.12,0.12
4492,0.73,0.73
4493,0.16,0.16
4494,0.51,0.51
4495,0.17,0.17
4496,0.56,0.56
4497,0.35,0.35
4498,0.93,0.93
4499,0.76,0.76
4500,0.62,0.62
4501,0.62,0.62
4502,0.33,0.33
4503,0.35,0.35
4504,0.99,0.99
4505,0.01,0.01
4506,0.08,0.08
4507,0.48,0.48
4508,0.23,0.23
4509,0.73,0.73
4510,0.65,0.65
4511,0.72,0.72
4512,0.71,0.71
4513,0.79,0.79
4514,0.4,0.4
4515,0.49,0.49
4516,0.68,0.68
4517,0.41,0.41
4518,0.95,0.95
4519,0.06,0.06
4520,0.92,0.92
4521,0.91,0.91
4522,0.02,0.02
4523,0.76,0.76
4524,0.52,0.52
4525,0.84,0.84
4526,0.81,0.81
4527,0.61,0.61
4528,0.89,0.89
4529,0.18,0.18
4530,0.16,0.16
4531,0.86,0.86
4532,0.88,0.88
4533,0.13,0.13
4534,0.09,0.09
4535,0.96,0.96
4536,0.61,0.61
4537,0.92,0.92
4538,0.05,0.05
4539,0.07,0.07
4540,0.63,0.63
4541,0.58,0.58
4542,0.59,0.59
4543,0.76,0.76
4544,0.32,0.32
4545,0.2,0.2
4546,0.72,0.72
4547,0.07,0.07
4548,0.98,0.98
4549,0.42,0.42
4550,0.55,0.55
4551,0.84,0.84
4552,0.28,0.28
4553,0.57,0.57
4554,0.63,0.63
4555,0.74,0.74
4556,0.32,0.32
4557,0.4,0.4
4558,0.04,0.04
4559,0.29,0.29
4560,0.28,0.28
4561,0.16,0.16
4562,0.38,0.38
4563,0.99,0.99
4564,0.78,0.78
4565,0.25,0.25
4566,0.59,0.59
4567,0.34,0.34
4568,0.74,0.74
4569,0.16,0.16
4570,0.58,0.58
4571,0.5,0.5
4572,0.46,0.46
4573,0.51,0.51
4574,0.19,0.19
4575,0.91,0.91
4576,0.34,0.34
4577,0.71,0.71
4578,0.48,0.48
4579,0.12,0.12
4580,0.48,0.48
4581,0.51,0.51
4582,0.53,0.53
4583,0.26,0.26
4584,0.84,0.84
4585,0.19,0.19
4586,0.94,0.94
4587,0.75,0.75
4588,0.74,0.74
4589,0.35,0.35
4590,0.5,0.5
4591,0.83,0.83
4592,0.91,0.91
4593,0.74,0.74
4594,0.46,0.46
4595,0.4,0.4
4596,0.36,0.36
4597,0.15,0.15
4598,0.35,0.35
4599,0.15,0.15
4600,0.96,0.96
4601,0.17,0.17
4602,0.38,0.38
4603,0.89,0.89
4604,0.07,0.07
4605,0.37,0.37
4606,0.36,0.36
4607,0.81,0.81
4608,0.68,0.68
4609,0.66,0.66
4610,0.28,0.28
4611,0.25,0.25
4612,0.16,0.16
4613,0.77,0.77
4614,0.65,0.65
4615,0.51,0.51
4616,0.64,0.64
4617,0.55,0.55
4618,0.12,0.12
4619,0.84,0.84
4620,0.26,0.26
4621,0.64,0.64
4622,0.99,0.99
4623,0.24,0.24
4624,0.18,0.18
4625,0.08,0.08
4626,0.37,0.37
4627,0.04,0.04
4628,0.51,0.51
4629,0.26,0.26
4630,0.11,0.11
4631,0.98,0.98
4632,0.05,0.05
4633,0.61,0.61
4634,0.81,0.81
4635,0.25,0.25
4636,0.27,0.27
4637,0.6,0.6
4638,0.7,0.7
4639,0.1,0.1
4640,0.87,0.87
4641,0.06,0.06
4642,0.47,0.47
4643,0.06,0.06
4644,0.3,0.3
4645,0.76,0.76
4646,0.62,0.62
4647,0.95,0.95
4648,0.76,0.76
4649,0.33,0.33
4650,0.14,0.14
4651,0.75,0.75
4652,0.13,0.13
4653,0.66,0.66
4654,0.68,0.68
4655,0.52,0.52
4656,0.25,0.25
4657,0.07,0.07
4658,0.36,0.36
4659,0.89,0.89
4660,0.84,0.84
4661,0.03,0.03
4662,0.48,0.48
4663,0.4,0.4
4664,0.25,0.25
4665,0.6,0.6
4666,0.93,0.93
4667,0.06,0.06
4668,0.65,0.65
4669,0.7,0.7
4670,0.4,0.4
4671,0.89,0.89
4672,0.15,0.15
4673,0.72,0.72
4674,0.18,0.18
4675,0.88,0.88
4676,0.35,0.35
4677,0.46,0.46
4678,0.6,0.6
4679,0.59,0.59
4680,0.81,0.81
4681,0.24,0.24
4682,0.92,0.92
4683,0.2,0.2
4684,0.61,0.61
4685,0.38,0.38
4686,0.34,0.34
4687,0.33,0.33
4688,0.88,0.88
4689,0.4,0.4
4690,0.43,0.43
4691,0.46,0.46
4692,0.44,0.44
4693,0.94,0.94
4694,0.07,0.07
4695,0.06,0.06
4696,0.58,0.58
4697,0.62,0.62
4698,0.4,0.4
4699,0.95,0.95
4700,0.93,0.93
4701,0.83,0.83
4702,0.1,0.1
4703,0.67,0.67
4704,0.38,0.38
4705,0.13,0.13
4706,0.32,0.32
4707,0.87,0.87
4708,0.99,0.99
4709,0.03,0.03
4710,0.21,0.21
4711,0.01,0.01
4712,0.64,0.64
4713,0.87,0.87
4714,0.22,0.22
4715,0.73,0.73
4716,0.37,0.37
4717,0.54,0.54
4718,0.92,0.92
4719,0.0,0.0
4720,0.66,0.66
4721,0.17,0.17
4722,0.46,0.46
4723,0.18,0.18
4724,0.95,0.95
4725,0.94,0.94
4726,0.38,0.38
4727,0.22,0.22
4728,0.4,0.4
4729,0.36,0.36
4730,0.04,0.04
4731,0.55,0.55
4732,0.5,0.5
4733,0.23,0.23
4734,0.67,0.67
4735,0.16,0.16
4736,0.3,0.3
4737,0.14,0.14
4738,0.04,0.04
4739,0.43,0.43
4740,0.77,0.77
4741,0.98,0.98
4742,0.1,0.1
4743,0.8,0.8
4744,0.09,0.09
4745,0.75,0.75
4746,0.64,0.64
4747,0.73,0.73
4748,0.16,0.16
4749,0.04,0.04
4750,0.15,0.15
4751,0.03,0.03
4752,0.66,0.66
4753,0.06,0.06
4754,0.28,0.28
4755,0.68,0.68
4756,0.78,0.78
4757,0.66,0.66
4758,0.34,0.34
4759,0.83,0.83
4760,0.78,0.78
4761,0.43,0.43
4762,0.28,0.28
4763,0.91,0.91
4764,0.65,0.65
4765,0.33,0.33
4766,0.51,0.51
4767,0.03,0.03
4768,0.15,0.15
4769,0.23,0.23
4770,0.74,0.74
4771,0.64,0.64
4772,0.3,0.3
4773,0.09,0.09
4774,0.21,0.21
4775,0.38,0.38
4776,0.43,0.43
4777,0.06,0.06
4778,0.47,0.47
4779,0.09,0.09
4780,0.92,0.92
4781,0.89,0.89
4782,0.59,0.59
4783,0.19,0.19
4784,0.77,0.77
4785,0.3,0.3
4786,0.11,0.11
4787,0.93,0.93
4788,0.97,0.97
4789,0.35,0.35
4790,0.01,0.01
4791,0.79,0.79
4792,0.78,0.78
4793,0.83,0.83
4794,0.82,0.82
4795,0.51,0.51
4796,0.9,0.9
4797,0.17,0.17
4798,0.31,0.31
4799,0.45,0.45
4800,0.55,0.55
4801,0.59,0.59
4802,0.95,0.95
4803,0.55,0.55
4804,0.82,0.82
4805,0.13,0.13
4806,0.7,0.7
4807,0.37,0.37
4808,0.93,0.93
4809,0.46,0.46
4810,0.07,0.07
4811,0.74,0.74
4812,0.66,0.66
4813,0.2,0.2
4814,0.71,0.71
4815,0.52,0.52
4816,0.3,0.3
4817,0.09,0.09
4818,0.94,0.94
4819,0.1,0.1
4820,0.8,0.8
4821,0.44,0.44
4822,0.19,0.19
4823,0.82,0.82
4824,0.2,0.2
4825,0.03,0.03
4826,0.51,0.51
4827,0.75,0.75
4828,0.59,0.59
4829,0.41,0.41
4830,0.69,0.69
4831,0.55,0.55
4832,0.21,0.21
4833,0.22,0.22
4834,0.43,0.43
4835,0.14,0.14
4836,0.7,0.7
4837,0.59,0.59
4838,0.72,0.72
4839,0.84,0.84
4840,0.73,0.73
4841,0.05,0.05
4842,0.68,0.68
4843,0.67,0.67
4844,0.03,0.03
4845,0.84,0.84
4846,0.07,0.07
4847,0.47,0.47
4848,0.71,0.71
4849,0.01,0.01
4850,0.14,0.14
4851,0.67,0.67
4852,0.37,0.37
4853,0.15,0.15
4854,0.09,0.09
4855,0.71,0.71
4856,0.32,0.32
4857,0.59,0.59
4858,0.12,0.12
4859,0.05,0.05
4860,0.63,0.63
4861,0.79,0.79
4862,0.17,0.17
4863,0.97,0.97
4864,0.74,0.74
4865,0.58,0.58
4866,0.85,0.85
4867,0.79,0.79
4868,0.51,0.51
4869,0.19,0.19
4870,0.97,0.97
4871,0.25,0.25
4872,0.15,0.15
4873,0.81,0.81
4874,0.81,0.81
4875,0.98,0.98
4876,0.9,0.9
4877,0.54,0.54
4878,0.42,0.42
4879,0.28,0.28
4880,0.26,0.26
4881,0.89,0.89
4882,0.3,0.3
4883,0.27,0.27
4884,0.56,0.56
4885,0.27,0.27
4886,0.62,0.62
4887,0.33,0.33
4888,0.72,0.72
4889,0.12,0.12
4890,0.59,0.59
4891,0.72,0.72
4892,0.31,0.31
4893,0.39,0.39
4894,0.06,0.06
4895,0.05,0.05
4896,0.94,0.94
4897,0.77,0.77
4898,0.33,0.33
4899,0.13,0.13
4900,0.83,0.83
4901,0.48,0.48
4902,0.05,0.05
4903,0.92,0.92
4904,0.16,0.16
4905,0.67,0.67
4906,0.93,0.93
4907,0.56,0.56
4908,0.06,0.06
4909,0.6,0.6
4910,0.15,0.15
4911,0.26,0.26
4912,0.21,0.21
4913,0.96,0.96
4914,0.32,0.32
4915,0.17,0.17
4916,0.73,0.73
4917,0.45,0.45
4918,0.78,0.78
4919,0.27,0.27
4920,0.93,0.93
4921,0.43,0.43
4922,0.39,0.39
4923,0.1,0.1
4924,0.59,0.59
4925,1.0,1.0
4926,0.78,0.78
4927,0.11,0.11
4928,0.9,0.9
4929,0.52,0.52
4930,0.85,0.85
4931,0.51,0.51
4932,0.97,0.97
4933,0.18,0.18
4934,0.21,0.21
4935,0.87,0.87
4936,0.51,0.51
4937,0.13,0.13
4938,0.72,0.72
4939,0.48,0.48
4940,0.48,0.48
4941,0.33,0.33
4942,0.23,0.23
4943,0.71,0.71
4944,0.77,0.77
4945,0.54,0.54
4946,0.25,0.25
4947,0.03,0.03
4948,0.41,0.41
4949,0.64,0.64
4950,0.76,0.76
4951,0.94,0.94
4952,0.39,0.39
4953,0.5,0.5
4954,0.22,0.22
4955,0.56,0.56
4956,0.29,0.29
4957,0.36,0.36
4958,0.72,0.72
4959,0.07,0.07
4960,0.13,0.13
4961,0.4,0.4
4962,0.07,0.07
4963,0.07,0.07
4964,0.31,0.31
4965,0.82,0.82
4966,1.0,1.0
4967,0.05,0.05
4968,0.27,0.27
4969,0.17,0.17
4970,0.57,0.57
4971,0.99,0.99
4972,0.41,0.41
4973,0.01,0.01
4974,0.56,0.56
4975,0.9,0.9
4976,0.16,0.16
4977,0.96,0.96
4978,0.27,0.27
4979,0.02,0.02
4980,0.55,0.55
4981,0.49,0.49
4982,0.59,0.59
4983,0.21,0.21
4984,0.12,0.12
4985,0.35,0.35
4986,0.88,0.88
4987,0.84,0.84
4988,0.78,0.78
4989,0.71,0.71
4990,0.22,0.22
4991,0.82,0.82
4992,0.63,0.63
4993,0.99,0.99
4994,0.29,0.29
4995,0.49,0.49
4996,0.6,0.6
4997,0.28,0.28
4998,0.68,0.68
4999,0.92,0.92
5000,0.55,0.55
5001,0.0,0.0
5002,0.4,0.4
5003,0.94,0.94
5004,0.44,0.44
5005,0.65,0.65
5006,0.09,0.09
5007,0.56,0.56
5008,0.43,0.43
5009,0.53,0.53
5010,0.16,0.16
5011,0.82,0.82
5012,0.51,0.51
5013,0.7,0.7
5014,0.97,0.97
5015,0.97,0.97
5016,0.03,0.03
5017,0.83,0.83
5018,0.48,0.48
5019,0.22,0.22
5020,0.3,0.3
5021,0.84,0.84
5022,0.02,0.02
5023,0.06,0.06
5024,0.04,0.04
5025,0.9,0.9
5026,0.72,0.72
5027,0.35,0.35
5028,0.48,0.48
5029,0.93,0.93
5030,0.18,0.18
5031,0.02,0.02
5032,0.81,0.81
5033,0.11,0.11
5034,0.85,0.85
5035,0.38,0.38
5036,0.44,0.44
5037,0.95,0.95
5038,0.07,0.07
5039,0.33,0.33
5040,0.5,0.5
5041,0.46,0.46
5042,0.93,0.93
5043,0.2,0.2
5044,0.26,0.26
5045,0.97,0.97
5046,0.86,0.86
5047,0.32,0.32
5048,0.36,0.36
5049,0.81,0.81
5050,0.65,0.65
5051,0.92,0.92
5052,0.34,0.34
5053,0.04,0.04
5054,0.7,0.7
5055,0.12,0.12
5056,0.02,0.02
5057,0.58,0.58
5058,0.31,0.31
5059,0.12,0.12
5060,0.16,0.16
5061,0.12,0.12
5062,0.54,0.54
5063,0.72,0.72
5064,0.05,0.05
5065,0.62,0.62
5066,0.61,0.61
5067,0.55,0.55
5068,0.5,0.5
5069,0.73,0.73
5070,0.5,0.5
5071,0.21,0.21
5072,0.26,0.26
5073,0.15,0.15
5074,0.28,0.28
5075,0.84,0.84
5076,0.48,0.48
5077,0.67,0.67
5078,0.58,0.58
5079,0.31,0.31
5080,0.75,0.75
5081,0.01,0.01
5082,0.12,0.12
5083,1.0,1.0
5084,0.58,0.58
5085,0.73,0.73
5086,0.59,0.59
5087,0.49,0.49
5088,0.82,0.82
5089,0.81,0.81
5090,0.37,0.37
5091,0.25,0.25
5092,0.48,0.48
5093,0.27,0.27
5094,0.32,0.32
5095,0.99,0.99
5096,0.79,0.79
5097,0.18,0.18
5098,0.97,0.97
5099,0.02,0.02
5100,0.8,0.8
5101,0.67,0.67
5102,0.58,0.58
5103,0.42,0.42
5104,0.41,0.41
5105,0.36,0.36
5106,0.3,0.3
5107,0.24,0.24
5108,0.22,0.22
5109,0.42,0.42
5110,0.47,0.47
5111,0.38,0.38
5112,0.25,0.25
5113,0.95,0.95
5114,0.32,0.32
5115,0.98,0.98
5116,0.24,0.24
5117,0.27,0.27
5118,0.95,0.95
5119,0.43,0.43
5120,0.35,0.35
5121,0.77,0.77
5122,0.9,0.9
5123,0.65,0.65
5124,0.38,0.38
5125,0.7,0.7
5126,0.68,0.68
5127,0.38,0.38
5128,0.23,0.23
5129,0.5,0.5
5130,0.0,0.0
5131,0.77,0.77
5132,0.78,0.78
5133,0.52,0.52
5134,0.69,0.69
5135,0.79,0.79
5136,0.27,0.27
5137,0.29,0.29
5138,0.59,0.59
5139,0.88,0.88
5140,0.4,0.4
5141,0.4,0.4
5142,0.88,0.88
5143,0.42,0.42
5144,0.62,0.62
5145,0.13,0.13
5146,0.74,0.74
5147,0.94,0.94
5148,0.7,0.7
5149,0.26,0.26
5150,0.73,0.73
5151,0.01,0.01
5152,0.76,0.76
5153,0.0,0.0
5154,0.54,0.54
5155,0.92,0.92
5156,0.57,0.57
5157,0.71,0.71
5158,0.93,0.93
5159,0.43,0.43
5160,0.76,0.76
5161,0.91,0.91
5162,0.73,0.73
5163,0.79,0.79
5164,0.87,0.87
5165,0.38,0.38
5166,0.08,0.08
5167,1.0,1.0
5168,0.71,0.71
5169,0.6,0.6
5170,0.65,0.65
5171,0.29,0.29
5172,0.86,0.86
5173,0.49,0.49
